Name,Municipality,Categories,Rating,Review_Text,Cleaned_Text,Dominant_Topic,Topic_1_ID,Topic_1_Pct,Topic_2_ID,Topic_2_Pct,Topic_3_ID,Topic_3_Pct
The Vinum Xchange,Kuala Terengganu,Western Restaurant,5.0,"Located at the Chinatown, this is the best restaurant & bar in Kuala Terengganu 👍⭐️. The liquor and wine selection here is huge just like any good bars in Klang Valley. The food here is excellent and it also has good food presentation. The restaurant is spacious and can seat many from small to big groups. Beautifully set up, price is reasonable and staffs are friendly and efficient. Highly recommended. Well done and keep it up ⭐️👍",located chinatown bar kuala liquor wine selection huge like bar klang valley excellent also presentation spacious seat many small big group beautifully set price reasonable staff friendly efficient highly recommended well done keep,1,1,61.36,3,36.51,5,0.62
The Vinum Xchange,Kuala Terengganu,Western Restaurant,5.0,"Their Pork Chop crispy and flavorful with drizzle of mayonnaise and sauce, adding a creamy and savory touch. The mashed potatoes with gravy and fresh salad on the side provide a nice balance.

They do have liquor and wine selection here.
Well furnished and cozy restaurant.
They do serve Terengganu snack like Keropok goreng/steam (Fish Sausage) too",pork chop crispy flavorful drizzle mayonnaise sauce adding creamy savory touch mashed potato gravy fresh salad side provide balance liquor wine selection well furnished cozy serve snack like keropok gorengsteam fish sausage,5,5,60.24,6,22.71,3,15.41
The Vinum Xchange,Kuala Terengganu,Western Restaurant,4.0,"One of the best shop that offers western food in this area. Ordered house salad, grilled chicken, grilled mackerel and coffee latte.

All are cooked perfectly, taste wise on point 😋😋 grilled dishes still juicy and well marinated.

staff very attentive. They made changes upon request of changing fries to more vegetables. 👍🏻

Shop offers a variety of liquor and wine.

Location easily accessible, located in chinatown

Next trip gonna try their homemade pizza, thin crusted 😍",one shop offer western area ordered house salad grilled chicken grilled mackerel coffee latte cooked perfectly taste wise point grilled dish still juicy well marinated staff attentive made change upon request changing fry vegetable shop offer variety liquor wine location easily accessible located chinatown next trip gonna try homemade pizza thin crusted,5,5,87.98,3,10.59,1,0.53
The Vinum Xchange,Kuala Terengganu,Western Restaurant,4.0,"Among the very few places in Kuala Terengganu that serves wines. Little nice cafe along KT's Chinatown where you can just stroll in after a walk around and have a nice meal. The place is well furnished and cozy and the staff are ever helpful. Mostly western fare where the pork burger was nicely done, though I'd prefer if it was a bit juicier and they serve some coleslaw or salad with it. The latte they serve was satisfying enough. They have a dessert menu including ice cream and waffles where kids would love. Generally family friendly place where adults can also come for a light drink in a nice ambiance.",among place kuala serf wine little cafe along kt chinatown stroll walk around meal well furnished cozy staff ever helpful mostly western fare pork burger nicely done though prefer bit juicier serve coleslaw salad latte serve satisfying enough dessert menu including ice cream waffle kid would love generally family friendly adult also come light drink ambiance,5,5,53.89,6,23.16,3,13.19
The Vinum Xchange,Kuala Terengganu,Western Restaurant,5.0,"First time visiting, it's hard to imagine coming to Kuala Terengganu for western food but for dinner we decided to come by this shop due to the rave reviews. It's not a surprise given how once we walked through the door we felt a chill bar restaurant vibes with an impressive wall shelf display of various alcohols.

Aside from the ambience, the place is well ventilated and clean with typical yellow light bar lighting with the staff being able to clearly communicate in English which I find rare in the outer skirts of Malaysia.

I have not even talked about the food yet so here we go. For the price, the cheese baked Bolognese spaghetti and lamb shoulder are the best I have tried yet, fantastic!

The spaghetti balancing of heavy and light has always been a hard spot to find, eluding even the most decent restaurants I have tried in the past where it is too heavy or too extreme with the heavy cheese and light tomato sauce vice versa. This restaurant on its first bite blew it away, there's nothing more I can say about this dish other than try it asap if you are in the area!

Moving on to the Lamb Shoulder, it's definitely not the best but for the price of rm30 it's the best lamb shoulder I have tried that is well cooked and seasoned. We dont even need the sauce to enjoy the taste of it which is rare to find. However the sauces for this dish definitely needs improvement as they were pretty unsatisfactory.The other dishes are pretty meh tbh but this restaurant has definitely hit the park with the two dishes I mentioned.

Oh right, the drinks were all great as well. We ordered watermelon mojito and peach frenzy which were a great sweet treat to balance the heavy flavours from the other dishes.

Overall, definitely a must visit if you are in Kuala Terengganu but definitely be ready for a higher than average price.

Thank you for reading my review! 😊",first time visiting hard imagine coming kuala western dinner decided come shop due rave review surprise given walked door felt chill bar vibe impressive wall shelf display various alcohol aside ambience well ventilated clean typical yellow light bar lighting staff able clearly communicate english find rare outer skirt malaysia even talked yet price cheese baked bolognese spaghetti lamb shoulder tried yet fantastic spaghetti balancing heavy light always hard spot find eluding even decent restaurant tried past heavy extreme heavy cheese light tomato sauce vice versa first bite blew away there nothing say dish try asap area moving lamb shoulder definitely price lamb shoulder tried well cooked seasoned dont even need sauce enjoy taste rare find however sauce dish definitely need improvement pretty unsatisfactorythe dish pretty meh tbh definitely hit park two dish mentioned right drink great well ordered watermelon mojito peach frenzy great sweet treat balance heavy flavour dish overall definitely must visit kuala definitely ready higher average price thank reading review,5,5,61.94,1,21.86,3,9.89
The Vinum Xchange,Kuala Terengganu,Western Restaurant,5.0,"The only few places that are selling wine. They do have good food and are suitable for gathering. Great dining atmosphere but might be full during weekends. Do try their pizza and lamb, taste awesome. Slightly tempat atas. Price slightly above average cafe.",place selling wine suitable gathering great dining atmosphere might full weekend try pizza lamb taste awesome slightly tempat atas price slightly average cafe,1,1,55.74,5,34.86,4,7.1
The Vinum Xchange,Kuala Terengganu,Western Restaurant,4.0,"This restaurant were greats and nice for hangout. The food than been serve at there was great and delicious. Most of the food that been serve are western style. Beside, their provide a beer also. The price of the food still at average level for me. But I worth it, because it give me a big satisfied. The decoration of the restaurant was simple but comfortable. The atmosphere almost look like a bar for me. Their provide a western song and enjoy your beer with it. I saw a lot of foreigner also visited that place for hangout.  Recommended this place!",great hangout serve great delicious serve western style beside provide beer also price still average level worth give big satisfied decoration simple comfortable atmosphere almost look like bar provide western song enjoy beer saw lot foreigner also visited hangout recommended,1,1,43.81,3,36.03,5,18.82
Restoran Plan A,Kuala Terengganu,Restaurant,5.0,"Good Malay food with great flavors and nicely presented dishes. The prices are a little on the higher side compared to a typical spot, but the friendly and attentive staff make the dining experience pleasant and worthwhile.",malay great flavor nicely presented dish price little higher side compared typical spot friendly attentive staff make dining experience pleasant worthwhile,3,3,96.19,1,1.12,5,0.78
Restoran Plan A,Kuala Terengganu,Restaurant,4.0,Food ok. Bit salty on my cheese baked dory. Drinks nice… all average. Quick at svc n properly trained staff it seems. Nothing to dislike. Quick meal before bed.,bit salty cheese baked dory drink average quick svc properly trained staff seems nothing dislike quick meal bed,1,1,74.86,5,21.54,6,1.08
Restoran Plan A,Kuala Terengganu,Restaurant,5.0,"Really recommended! Fast services, workers kind, big portions and delicious meals. 10/10!",really recommended fast service worker kind big portion delicious meal,1,1,92.22,5,1.88,6,1.78
Restoran Plan A,Kuala Terengganu,Restaurant,3.0,"Nice clean, air-conditioned restaurant. Service was prompted, and waiting time was short for food to be served. However, food was average. The curry noodles were mediocre despite the fact that the portion was sufficient. The marmite lamb chop was chewy, bony, thin sliced,  and the marmite sauce could be salty to some. The cheese baked rice was the better dish. The apple plum lemon was refreshing but was overly sweet to me.",clean airconditioned service prompted waiting time short served however average curry noodle mediocre despite fact portion sufficient marmite lamb chop chewy bony thin sliced marmite sauce could salty cheese baked rice better dish apple plum lemon refreshing overly sweet,5,5,61.19,6,16.83,1,13.63
Restoran Plan A,Kuala Terengganu,Restaurant,3.0,"Just arrived at KT. Plan A was just nearby our hotel. The food was ok, yes they have a variety of foods, from rice, soup to western.

The place is clean, the service was great.",arrived plan nearby hotel yes variety food rice soup western clean service great,1,1,49.73,5,31.04,3,16.43
Restoran Plan A,Kuala Terengganu,Restaurant,4.0,"Whenever I visit Kuala Terengganu, I would usually stay at Arena Boutique Hotel. Plan A is located next to the hotel. Since the hotel doesn't have its own restaurant, business should be good for Plan. The simple and clean decor allows the food to be the star. The menu is broad, ranging from local dishes to typical Western favourites. A surprise was the Vegetarian selections. I can say that the dishes are better than what I expected. Prices are reasonable considering the location.",whenever visit kuala would usually stay arena boutique hotel plan located next hotel since hotel doesnt business plan simple clean decor allows star menu broad ranging local dish typical western favourite surprise vegetarian selection say dish better expected price reasonable considering location,3,3,61.2,1,37.1,5,0.49
Restoran Plan A,Kuala Terengganu,Restaurant,5.0,"I can only praise this place for their dedication to good food, good service & customer dedication.
I arrived at 6pm to hv dinner after arriving from Singapore. The place was half full on a Friday nite. Sat down & ordered my meal thru the piece of order chit then proceed to pay. Food came out fast & hot. Staff was attentive & polite. I really enjoyed my meal.

Price was a little higher but that comes wit the quality experience & ambience. They close at 12.30am, so I came back again for supper & coffee while finishing my work for the week.
Made my last order at 12.15am, staff were very patient & so accommodating.

Thank u Plan A, for completing my day...",praise dedication service customer dedication arrived dinner arriving singapore half full friday nite sat ordered meal thru piece order chit proceed pay came fast hot staff attentive polite really enjoyed meal price little higher come wit quality experience ambience close came back supper coffee finishing work week made last order staff patient accommodating thank plan completing day,1,1,61.22,3,37.48,5,0.38
Restoran Plan A,Kuala Terengganu,Restaurant,3.0,"Extensive menu with local and international food, medium quality products and canned industrial ingredients. Inattentive staff, slightly overpriced for the area and quality.",extensive menu local international medium quality product canned industrial ingredient inattentive staff slightly overpriced area quality,1,1,94.85,5,1.25,6,1.18
Uncle Chua Signature,Kuala Terengganu,Restaurant,5.0,"Nasi grepek ayam - 8/10
Chicken is crunchy and tasty, meat also quite tender. Chili is quite spicy, can be intimidating for those who doesn't fancy spicy food. Soup is tasty aside from being abit salty.

Mocha with Ice cream - 9/10
A delicate drink for sweet tooth, taste better the ice cream is stirred.

Atmosphere is good, parking can be very limited.",nasi grepek ayam chicken crunchy tasty meat also quite tender chili quite spicy intimidating doesnt fancy spicy soup tasty aside abit salty mocha ice cream delicate drink sweet tooth taste better ice cream stirred atmosphere parking limited,5,5,62.92,6,27.77,2,7.89
Uncle Chua Signature,Kuala Terengganu,Restaurant,5.0,"This establishment is highly recommended for individuals with an exceptionally voracious appetite. The service is characterized by its efficiency and promptness. The culinary offerings are of exceptional quality, exhibiting a distinct culinary expertise.",establishment highly recommended individual exceptionally voracious appetite service characterized efficiency promptness culinary offering exceptional quality exhibiting distinct culinary expertise,6,6,61.5,3,33.92,1,1.72
Uncle Chua Signature,Kuala Terengganu,Restaurant,1.0,"Ordered chicken chop, the meat was thin, crust was thick and hard, literally making chewing a hard labour. The bbq sauce in red was too sweet, the black pepper sauce mainly tasted of black pepper chunks. Decided to leave a comment bcs one set is priced at RM18.90, any additional sauce costs RM2.90, yet this particular dish is worse than poor.",ordered chicken chop meat thin crust thick hard literally making chewing hard labour bbq sauce red sweet black pepper sauce mainly tasted black pepper chunk decided leave comment bcs one set priced additional sauce cost yet particular dish worse poor,5,5,61.78,1,36.9,6,0.4
Uncle Chua Signature,Kuala Terengganu,Restaurant,5.0,"We reserved the table, once arrived half of the food we ordered already there, by the way.. their buttermilk rice is fantastic! I tried my friend’s salted egg rice is a bit savoury hahha. Other than that, are okay~ The price is quite ok actually with the ambience ^_^",reserved table arrived half ordered already way buttermilk rice fantastic tried friend salted egg rice bit savoury hahha okay price quite actually ambience,5,5,54.43,6,41.37,1,1.69
Uncle Chua Signature,Kuala Terengganu,Restaurant,4.0,"The Ipoh-style kuetiau soup was nice. The broth was delicious, with lots of chicken strips. The chicken chop was also good but beware, the sauce is a little bit spicy.

We came around 6:00pm on a Friday (which is a day off here in Terengganu) and there were not too many customers. However, finding a parking spot may not be easy as there are a limited number of spots on the streets around the restaurant. There’s a paid parking lot nearby but somehow it was closed when we came. On weekdays I imagine it will be more difficult to find parking here.",ipohstyle kuetiau soup broth delicious lot chicken strip chicken chop also beware sauce little bit spicy came around friday day many customer however finding parking spot may easy limited number spot street around there paid parking lot nearby somehow closed came weekday imagine difficult find parking,5,5,78.31,3,19.78,1,0.71
Uncle Chua Signature,Kuala Terengganu,Restaurant,3.0,"Decent menu selection, char kway teow and tom yum soup were good. Was expecting more sharing seafood dishes such as crabs and fish but this restaurant does mostly individual portion dishes.",decent menu selection char kway teow tom yum soup expecting sharing seafood dish crab fish mostly individual portion dish,6,6,54.83,5,28.4,1,15.06
Uncle Chua Signature,Kuala Terengganu,Restaurant,5.0,"it has 2 sections, air condition and non- air condition zone. the service is fast. it served local halal chinese cuisine , and also western food such as chicken chop etc. i ordered butter chicken, loved their thick butter cream. very yummy.",section air condition non air condition zone service fast served local halal chinese cuisine also western chicken chop etc ordered butter chicken loved thick butter cream yummy,5,5,88.99,3,8.71,1,0.86
Uncle Chua Signature,Kuala Terengganu,Restaurant,4.0,"Good location and plenty of parking. Good & friendly  Staff service.
Clean outlet and well organised. Price fair and reasonable. Food was ok and tasty except for the Garlic Fried Chicken was overfried and a bit hard.
Toilet was smelly.",location plenty parking friendly staff service clean outlet well organised price fair reasonable tasty except garlic fried chicken overfried bit hard toilet smelly,1,1,53.98,5,38.94,2,5.45
Warung Pok Nong (Celup Tepung),Kuala Terengganu,Seafood Restaurant,4.0,"Loved the evening vibe here! The food is tasty and budget-friendly with a good variety on the menu. It’s a cool environment, though it does get a little loud and busy. Parking is free, but definitely come early to avoid the peak hour queue!",loved evening vibe tasty budgetfriendly variety menu cool environment though get little loud busy parking free definitely come early avoid peak hour queue,1,1,54.4,3,42.91,5,0.78
Warung Pok Nong (Celup Tepung),Kuala Terengganu,Seafood Restaurant,5.0,"Crispy, fresh, and full of flavour! Warong Pok Nong Celup Tepung is a must-visit for seafood lovers. The celup tepung is perfectly golden and crunchy, while the seafood is fresh and juicy — especially the squid and prawns! The dipping sauce adds the perfect spicy kick. The place has a relaxed seaside vibe, friendly service, and affordable prices. Great spot to enjoy local Terengganu-style celup tepung with family and friends. Truly worth the hype! 🌊🐟🔥",crispy fresh full flavour warong pok nong celup tepung mustvisit seafood lover celup tepung perfectly golden crunchy seafood fresh juicy especially squid prawn dipping sauce add perfect spicy kick relaxed seaside vibe friendly service affordable price great spot enjoy local terengganustyle celup tepung family friend truly worth hype,6,6,92.12,2,6.55,1,0.51
Warung Pok Nong (Celup Tepung),Kuala Terengganu,Seafood Restaurant,5.0,"The sotong (squid) is so fresh and good! The fish option looks popular too, but it has lots of bones if u don't mind. Only the crabsticks were soggy and cold, which I will not recommend it.

Pls get ready for long queue especially during holidays.",sotong squid fresh fish option look popular lot bone dont mind crabsticks soggy cold recommend pls get ready long queue especially holiday,6,6,42.55,5,29.51,1,26.02
Warung Pok Nong (Celup Tepung),Kuala Terengganu,Seafood Restaurant,5.0,The ABJ (ais batu jagung) is to die for! Along with sotong sotong yang fresh and very balance dipping sauce. And nice view ! tips: come before 3.00pm to avoid beratur.,abj ai batu jagung die along sotong sotong yang fresh balance dipping sauce view tip come avoid beratur,6,6,65.96,4,29.85,1,1.51
Warung Pok Nong (Celup Tepung),Kuala Terengganu,Seafood Restaurant,1.0,"Warung Pok Nong (Celup Tepung) – Total Disaster

With over 4,000 Google reviews averaging 4.3 stars, I thought this place would be a must-try. Boy, was I wrong.

The System (5/5): To be fair, the queuing system is impressive. You first queue for a number. An old chap sizes up your group and allocates a suitable table. When your number is called, you queue for drinks. Once you’ve got those in hand, you queue again for food—only when your number comes up. Sounds tedious, but it’s actually orderly.

The Food (2/5):
•	Fish ICT (ikan celup tepung, RM6 each): Zero seasoning. Just gutted fish dipped in flour and deep-fried. Crispy, yes. Flavor? Nonexistent.
•	Cuttlefish (RM17): I came expecting the glorious whole squid from Mark Wiens’ YouTube video. Instead, got sad, chopped-up pieces.
•	Keropok Lekor (RM2 for 3 pcs): Supposedly a KT specialty. Here, it’s fried in the same bland flour batter. Forgettable.
•	Cuttlefish Eggs (RM8): The only saving grace. Clean, creamy, no fishy taste. Decent portion too.

The Rest:
•	Chili sauce: Watery and bland. Calling it a “dip” is generous.
•	Environment: Hot, no AC. Located by the seaside, which sounds nice until you’re sweating while eating. View is good though.
•	Parking: A nightmare. Brace yourself.

Verdict: Portions are okay, prices are reasonable, seafood is fresh—but freshness alone can’t save tasteless cooking. Service? What service? You’ll likely spend 1-1.5 hours here. Try it yourself if you must, but don’t say I didn’t warn you.",warung pok nong celup tepung total disaster google review averaging star thought would musttry boy wrong system fair queuing system impressive first queue number old chap size group allocates suitable table number called queue drink youve got hand queue foodonly number come sound tedious actually orderly fish ict ikan celup tepung zero seasoning gutted fish dipped flour deepfried crispy yes flavor nonexistent cuttlefish came expecting glorious whole squid mark wiens youtube video instead got sad choppedup piece keropok lekor pc supposedly specialty fried bland flour batter forgettable cuttlefish egg saving grace clean creamy fishy taste decent portion rest chili sauce watery bland calling dip generous environment hot located seaside sound youre sweating eating view though parking nightmare brace verdict portion okay price reasonable seafood freshbut freshness alone cant save tasteless cooking service service youll likely spend hour try must dont say didnt warn,6,6,43.57,1,40.35,5,12.28
Warung Pok Nong (Celup Tepung),Kuala Terengganu,Seafood Restaurant,4.0,Non aircond and can be a little hot but with a nice seaside scenary. Food is fresh and ice shaved corn should be tried. Fried squid with flour goes well with the chilli sauce. Staff is great and efficient.,non aircond little hot seaside scenary fresh ice shaved corn tried fried squid flour go well chilli sauce staff great efficient,6,6,53.02,5,30.81,1,14.26
Warung Pok Nong (Celup Tepung),Kuala Terengganu,Seafood Restaurant,4.0,"Reached Poknong and it was already packed with people. Must be a local hotspot, sebab memang ramai gila. Love the chill vibes here – makan while enjoying the sound of waves crashing against the shore. It was rainy season, so the waves were a bit wild, but still… the view was worth it!

Must-try menu? Of course lah the celup tepung – tried the fish, prawns, squid, and crab, all with nasi lemak. Overall not bad! Just that the squid was a bit chewy, and the crowd… wow, had to take a number and wait to be called. Felt like clinic vibes but for seafood 😂

Still, worth checking out if you’re around – not many famous options nearby anyway 😅🐾",reached poknong already packed people must local hotspot sebab memang ramai gila love chill vibe makan enjoying sound wave crashing shore rainy season wave bit wild still view worth musttry menu course lah celup tepung tried fish prawn squid crab nasi lemak overall bad squid bit chewy crowd wow take number wait called felt like clinic vibe seafood still worth checking youre around many famous option nearby anyway,6,6,72.76,4,8.47,3,7.54
Warung Pok Nong (Celup Tepung),Kuala Terengganu,Seafood Restaurant,5.0,"Located across the road from the beach. Can get crowded and parking can be a challenge during busy periods. To control the crowd, customers will need to wait for a number before they are allowed into the restaurant to look for their table and order food.

I enjoyed the sotong celup tepung and keropok lekor. Food prices are quite reasonable and it is self service.",located across road beach get crowded parking challenge busy period control crowd customer need wait number allowed look table order enjoyed sotong celup tepung keropok lekor price quite reasonable self service,6,6,53.81,3,22.45,1,22.32
Qween'S Diner,Kuala Terengganu,Restaurant,5.0,"The food here is very delicious, the service is awesome.. the atmosphere is fancy. Genuinely fantastic!!",delicious service awesome atmosphere fancy genuinely fantastic,3,3,49.68,6,23.1,1,22.54
Qween'S Diner,Kuala Terengganu,Restaurant,5.0,"In my opinion, the food here is quite good, and the prices are affordable, making it great for families. You can easily fit a family of 8 at one table, and the playground keeps the kids entertained while parents relax. Plus, there's a kids' meal option, which is a nice touch. The location beside the airport offers a cool view if you're there when planes are taking off or landing.

I ordered the Chicken Chop + Fried Rice combo, and it was tasty! The gravy was perfect—not too sweet, not too thick. However, the rice was a bit sticky and clumpy, so there's room for improvement there. Overall, it's a great experience and definitely a 5 out of 5!",opinion quite price affordable making great family easily fit family one table playground keep kid entertained parent relax plus there kid meal option touch location beside airport offer cool view youre plane taking landing ordered chicken chop fried rice combo tasty gravy perfectnot sweet thick however rice bit sticky clumpy there room improvement overall great experience definitely,5,5,60.48,3,16.86,6,13.46
